product,deal,price,span,url,img,store,state,postcode
Tip Top Hamburger Buns, 6 Each, $4.30,$4.30 was $5.90$0.72 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tip-top-hamburger-buns-468795,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/468795.jpg",IGA,NSW,2060
Tip Top Muffins Spicy Fruit, 6 Each, $3.00,$3.00 was $5.30$0.50 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tip-top-muffins-spicy-fruit-602755,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/602755.jpg",IGA,NSW,2060
Tip Top Muffins Wholemeal, 6 Each, $3.00,$3.00 was $5.30$0.50 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tip-top-muffins-wholemeal-362630,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/362630.jpg",IGA,NSW,2060
Tip Top Raisin Toast Bread, 520 Gram, $3.15,$3.15 was $6.30$0.61/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tip-top-raisin-toast-bread-664553,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/664553.jpg",IGA,NSW,2060
Tip Top Sunblest Soft White Toast, 650 Gram, $3.30,$3.30 was $4.50$0.51/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tip-top-sunblest-soft-white-toast-468648,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/468648.jpg",IGA,NSW,2060
Tip Top Sunblest Wholemeal Bread, 650 Gram, $3.30,$3.30 was $4.50$0.51/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tip-top-sunblest-wholemeal-bread-932883,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/932883.jpg",IGA,NSW,2060
Tip Top The One +Omega 3 DHA, 700 Gram, $3.70,$3.70 was $5.30$0.53/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tip-top-the-one-omega-3-dha-380992,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/380992.jpg",IGA,NSW,2060
Tip Top The One Wholemeal Sandwich, 700 Gram, $3.70,$3.70 was $5.30$0.53/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tip-top-the-one-wholemeal-sandwich-381003,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/381003.jpg",IGA,NSW,2060
Tom & Luke Dark Chocolate & Mint Snackballs, 132 Gram, $3.25,$3.25 was $4.00$2.46/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tom-&-luke-dark-chocolate-&-mint-snackballs-803115,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/803115.jpg",IGA,NSW,2060
Tom & Luke Original Dark Chocolate Snackballs, 132 Gram, $3.25,$3.25 was $4.00$2.46/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tom-&-luke-original-dark-chocolate-snackballs-803259,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/803259.jpg",IGA,NSW,2060
Tom & Luke Peanut Butter & Cacao, 140 Gram, $3.25,$3.25 was $4.00$2.32/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/tom-&-luke-peanut-butter-&-cacao-590335,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/590335.jpg",IGA,NSW,2060
