product,deal,price,span,url,img,store,state,postcode
Vaalia Kids Probiotic Yoghurt Tropical Pouch, 140 Gram, $1.40,$1.40 was $1.90$1.00/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/vaalia-kids-probiotic-yoghurt-tropical-pouch-148188,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/148188.jpg",IGA,NSW,2060
Vaalia Kids Probiotic Yoghurt Vanilla Pouch, 140 Gram, $1.40,$1.40 was $1.90$1.00/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/vaalia-kids-probiotic-yoghurt-vanilla-pouch-107637,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/107637.jpg",IGA,NSW,2060
Vaalia Lactose Free Kids Probiotics Yoghurt Vanilla, 140 Gram, $1.40,$1.40 was $1.90$1.00/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/vaalia-lactose-free-kids-probiotics-yoghurt-vanilla-181063,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/181063.jpg",IGA,NSW,2060
Vaalia Probiotic Breakfast To Go Coconut & Apple Muesli, 150 Gram, $2.45,$2.45 was $3.05$1.63/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/vaalia-probiotic-breakfast-to-go-coconut-&-apple-muesli-167962,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/167962.jpg",IGA,NSW,2060
Vaalia Probiotic Yoghurt French Vanilla, 4 Each, $4.00,$4.00 was $4.80$1.00 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/vaalia-probiotic-yoghurt-french-vanilla-163303,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/163303.jpg",IGA,NSW,2060
Vaalia Probiotic Yoghurt Lemon Creme, 4 Each, $4.00,$4.00 was $4.80$1.00 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/vaalia-probiotic-yoghurt-lemon-creme-101717,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/101717.jpg",IGA,NSW,2060
Vaalia Probiotic Yoghurt Passionfruit, 4 Each, $4.00,$4.00 was $4.80$1.00 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/vaalia-probiotic-yoghurt-passionfruit-119906,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/119906.jpg",IGA,NSW,2060
Violet Crumble, 50 Gram, $1.56,$1.56 was $2.00$3.12/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/violet-crumble-418685,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/418685.jpg",IGA,NSW,2060
Violet Crumble Bites, 180 Gram, $4.45,$4.45 was $5.00$2.47/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/violet-crumble-bites-409898,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/409898.jpg",IGA,NSW,2060
Violet Crumble Dark Chocolate Honeycomb Bag, 180 Gram, $4.45,$4.45 was $5.00$2.47/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/violet-crumble-dark-chocolate-honeycomb-bag-947391,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/947391.jpg",IGA,NSW,2060
Violet Crumble Honeycomb Caramel, 170 Gram, $4.45,$4.45 was $5.00$2.62/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/violet-crumble-honeycomb-caramel-160834,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/160834.jpg",IGA,NSW,2060
Violet Crumble Nuggets, 135 Gram, $4.45,$4.45 was $5.00$3.30/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/violet-crumble-nuggets-128992,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/128992.jpg",IGA,NSW,2060
Voltaren Emulgel No Mess, 75 Gram, $17.00,$17.00 was $21.00$22.67/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/voltaren-emulgel-no-mess-688361,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/688361.jpg",IGA,NSW,2060
Washed Potatoes 2kg, 1 Each, $5.00,$5.00 was $7.49,https://new.igashop.com.au/sm/pickup/rsid/52511/product/washed-potatoes-2kg-80050106,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/80050106.jpg",IGA,NSW,2060
Waterfords Lite & Fruity Blackcurrant, 1 Litre, $1.60,$1.60 was $2.00$1.60/l,https://new.igashop.com.au/sm/pickup/rsid/52511/product/waterfords-lite-&-fruity-blackcurrant-713386,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/713386.jpg",IGA,NSW,2060
Waterfords Mineral Water Apple Berry, 1 Litre, $1.60,$1.60 was $2.00$1.60/l,https://new.igashop.com.au/sm/pickup/rsid/52511/product/waterfords-mineral-water-apple-berry-647608,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/647608.jpg",IGA,NSW,2060
Waterfords Mineral Water Lemon Lime & Bitters, 1 Litre, $1.60,$1.60 was $2.00$1.60/l,https://new.igashop.com.au/sm/pickup/rsid/52511/product/waterfords-mineral-water-lemon-lime-&-bitters-648968,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/648968.jpg",IGA,NSW,2060
Waterfords Mineral Water Lite & Fruity Orange Passion, 1 Litre, $1.60,$1.60 was $2.00$1.60/l,https://new.igashop.com.au/sm/pickup/rsid/52511/product/waterfords-mineral-water-lite-&-fruity-orange-passion-648413,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/648413.jpg",IGA,NSW,2060
Waterfords Mineral Water Tahitian Lime, 1 Litre, $1.60,$1.60 was $2.00$1.60/l,https://new.igashop.com.au/sm/pickup/rsid/52511/product/waterfords-mineral-water-tahitian-lime-647768,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/647768.jpg",IGA,NSW,2060
Wd-40 Lubricant Multi Purpose, 255 Gram, $6.49,$6.49 was $7.00$2.55/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/wd40-lubricant-multi-purpose-215948,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/215948.jpg",IGA,NSW,2060
