product,deal,price,span,url,img,store,state,postcode
Connoisseur Ice Cream Vanilla Caramel Brownie, 1 Litre, $8.00,$8.00 was $12.00$8.00/l,https://new.igashop.com.au/sm/pickup/rsid/52511/product/connoisseur-ice-cream-vanilla-caramel-brownie-453169,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/453169.jpg",IGA,NSW,2060
Connoisseur Mint With Cookies Ice Cream Tub, 1 Litre, $8.00,$8.00 was $12.00$8.00/l,https://new.igashop.com.au/sm/pickup/rsid/52511/product/connoisseur-mint-with-cookies-ice-cream-tub-846236,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/846236.jpg",IGA,NSW,2060
Continental Recipe Base Beef Stroganoff, 40 Gram, $1.70,$1.70 was $1.80$4.25/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/continental-recipe-base-beef-stroganoff-423703,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/423703.jpg",IGA,NSW,2060
Continental Recipe Base Chow Mein Mince, 30 Gram, $1.70,$1.70 was $1.80$5.67/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/continental-recipe-base-chow-mein-mince-421264,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/421264.jpg",IGA,NSW,2060
Continental Recipe Base Creamy Chicken Curry, 30 Gram, $1.70,$1.70 was $1.80$5.67/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/continental-recipe-base-creamy-chicken-curry-421874,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/421874.jpg",IGA,NSW,2060
Continental Recipe Base Curried Sausages, 35 Gram, $1.70,$1.70 was $1.80$4.86/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/continental-recipe-base-curried-sausages-419615,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/419615.jpg",IGA,NSW,2060
Continental Recipe Base Sheperd's Pie, 50 Gram, $1.70,$1.70 was $1.80$3.40/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/continental-recipe-base-sheperds-pie-330934,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/330934.jpg",IGA,NSW,2060
Continental Recipe Base Spaghetti Bolognese, 50 Gram, $1.70,$1.70 was $1.80$3.40/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/continental-recipe-base-spaghetti-bolognese-432401,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/432401.jpg",IGA,NSW,2060
Cooks Scorched Peanut Bar, 45 Gram, $1.73,$1.73 was $2.00$3.84/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/cooks-scorched-peanut-bar-835007,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/835007.jpg",IGA,NSW,2060
Cool Pak Popcorn Original, 16 Each, $4.00,$4.00 was $5.50$0.25 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/cool-pak-popcorn-original-725391,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/725391.jpg",IGA,NSW,2060
Copper Pot Corn Relish, 200 Gram, $3.00,$3.00 was $4.35$1.50/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/copper-pot-corn-relish-887973,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/887973.jpg",IGA,NSW,2060
