product,deal,price,span,url,img,store,state,postcode
Lucky Dog Meaty Chew Mini Kangaroo, 65 Gram, $5.50,$5.50 was $6.00$8.46/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/lucky-dog-meaty-chew-mini-kangaroo-659650,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/659650.jpg",IGA,NSW,2060
Lucozade Original Energy Drink, 380 Millilitre, $2.65,$2.65 was $3.00$0.70/100ml,https://new.igashop.com.au/sm/pickup/rsid/52511/product/lucozade-original-energy-drink-414961,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/414961.jpg",IGA,NSW,2060
M&M's Minis Chocolate Tube, 35 Gram, $0.90,$0.90 was $2.00$2.57/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/m&ms-minis-chocolate-tube-932600,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/932600.jpg",IGA,NSW,2060
M&M'S Peanut Chocolate Singles Bag, 46 Gram, $0.90,$0.90 was $2.00$1.96/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/m&ms-peanut-chocolate-singles-bag-10173,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/10173.jpg",IGA,NSW,2060
M&M's Plain Milk Chocolate, 49 Gram, $0.90,$0.90 was $2.00$1.84/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/m&ms-plain-milk-chocolate-10181,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/M_M_s_Plain_Milk_Chocolate.jpg",IGA,NSW,2060
Macleans Sensitive Fresh Mint White Toothpaste, 100 Gram, $5.00,$5.00 was $5.45$5.00/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/macleans-sensitive-fresh-mint-white-toothpaste-662226,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/662226.jpg",IGA,NSW,2060
Maggie Beer Plum Paste Plum, 100 Gram, $5.70,$5.70 was $6.30$5.70/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/maggie-beer-plum-paste-plum-972045,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/972045.jpg",IGA,NSW,2060
Maggie Beer Quince Paste, 100 Gram, $5.70,$5.70 was $6.30$5.70/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/maggie-beer-quince-paste-160000013729,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/160000013729.jpg",IGA,NSW,2060
Magnum Ice Cream Almond, 4 Each, $7.50,$7.50 was $10.50$1.88 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/magnum-ice-cream-almond-608609,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/608609.jpg",IGA,NSW,2060
Magnum Ice Cream Classic, 4 Each, $7.50,$7.50 was $10.50$1.88 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/magnum-ice-cream-classic-608586,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/608586.jpg",IGA,NSW,2060
