product,deal,price,span,url,img,store,state,postcode
Divine Classic Crème Caramel, 2 Each, $2.50,$2.50 was $3.20$1.25 each,https://new.igashop.com.au/sm/pickup/rsid/52511/product/divine-classic-crme-caramel-103094,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/103094.jpg",IGA,NSW,2060
DON Double Smoked Shaved Ham, 400 Gram, $8.00,$8.00 was $9.50$2.00/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-double-smoked-shaved-ham-101584,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/101584.jpg",IGA,NSW,2060
DON Double Smoked Thinly Sliced Leg Ham, 100 Gram, $2.75,$2.75 was $4.00$2.75/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-double-smoked-thinly-sliced-leg-ham-157970,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/157970.jpg",IGA,NSW,2060
DON English Style Thinly Sliced Leg Ham, 100 Gram, $2.75,$2.75 was $4.00$2.75/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-english-style-thinly-sliced-leg-ham-157823,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/157823.jpg",IGA,NSW,2060
DON Honey Thinly Sliced Leg Ham, 100 Gram, $2.75,$2.75 was $4.00$2.75/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-honey-thinly-sliced-leg-ham-158227,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/158227.jpg",IGA,NSW,2060
DON Hot Salami Twin Pack, 40 Gram, $2.50,$2.50 was $3.00$6.25/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-hot-salami-twin-pack-344640,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/344640.jpg",IGA,NSW,2060
DON Mild Hungarian Salami Chub, 200 Gram, $5.95,$5.95 was $8.50$2.98/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-mild-hungarian-salami-chub-190000000344,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/190000000344.jpg",IGA,NSW,2060
DON Salami Calabrese, 100 Gram, $2.75,$2.75 was $4.75$2.75/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-salami-calabrese-112462,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/112462.jpg",IGA,NSW,2060
DON Salami Chorizo, 100 Gram, $2.75,$2.75 was $4.75$2.75/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-salami-chorizo-112496,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/112496.jpg",IGA,NSW,2060
DON Salami Danish, 200 Gram, $5.95,$5.95 was $8.50$2.98/100g,https://new.igashop.com.au/sm/pickup/rsid/52511/product/don-salami-danish-111217,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/111217.jpg",IGA,NSW,2060
